160.22.180.0/23,TH,Bangkok,Bangkok,13.7563,100.5018
160.22.181.0/24,TH,Bangkok,Bangkok,13.7563,100.5018
2401:a860::/32,TH,Bangkok,Bangkok,13.7563,100.5018
2401:a860:1000::/40,TH,Bangkok,Bangkok,13.7563,100.5018
